#miRNA	read_count	precursor	total	cc1	cc2	cc3	mm1	mm2	mm3	cc1(norm)	cc2(norm)	cc3(norm)	mm1(norm)	mm2(norm)	mm3(norm)
hsa-miR-1266-3p	0.00	hsa-mir-1266	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1266-5p	2.00	hsa-mir-1266	2.00	0	0	0	0	2.00	0	0	0	0	0	0.99	0
hsa-miR-1267	0.00	hsa-mir-1267	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1268a	44.00	hsa-mir-1268a	44.00	2.00	30.00	2.00	5.00	3.00	2.00	1.29	11.87	3.04	1.13	1.48	1.00
hsa-miR-1268b	54.00	hsa-mir-1268b	54.00	3.00	35.00	2.00	8.00	5.00	1.00	1.93	13.84	3.04	1.81	2.47	0.50
hsa-miR-1268a	54.00	hsa-mir-1268b	54.00	3.00	35.00	2.00	8.00	5.00	1.00	1.93	13.84	3.04	1.81	2.47	0.50
hsa-miR-1269a	2.00	hsa-mir-1269a	2.00	0	1.00	0	1.00	0	0	0	0.40	0	0.23	0	0
hsa-miR-1269b	1.00	hsa-mir-1269b	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-127-3p	58985.00	hsa-mir-127	58985.00	3766.00	15445.00	7120.00	14426.00	6588.00	11640.00	2422.39	6109.55	10808.17	3260.28	3253.24	5810.65
hsa-miR-127-5p	189.00	hsa-mir-127	189.00	18.00	25.00	13.00	54.00	11.00	68.00	11.58	9.89	19.73	12.20	5.43	33.95
hsa-miR-1270	79.00	hsa-mir-1270	79.00	5.00	41.00	8.00	12.00	7.00	6.00	3.22	16.22	12.14	2.71	3.46	3.00
hsa-miR-1271-3p	2.00	hsa-mir-1271	2.00	1.00	0	0	0	1.00	0	0.64	0	0	0	0.49	0
hsa-miR-1271-5p	2648.00	hsa-mir-1271	2648.00	888.00	379.00	388.00	434.00	250.00	309.00	571.19	149.92	588.98	98.08	123.45	154.25
hsa-miR-1272	0.00	hsa-mir-1272	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273c	56.00	hsa-mir-1273c	56.00	7.00	17.00	14.00	11.00	3.00	4.00	4.50	6.72	21.25	2.49	1.48	2.00
hsa-miR-1273h-5p	0.00	hsa-mir-1273h	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273h-3p	3.00	hsa-mir-1273h	3.00	1.00	1.00	0	1.00	0	0	0.64	0.40	0	0.23	0	0
hsa-miR-1275	16.00	hsa-mir-1275	16.00	5.00	9.00	0	2.00	0	0	3.22	3.56	0	0.45	0	0
hsa-miR-1276	12.00	hsa-mir-1276	12.00	5.00	2.00	1.00	2.00	1.00	1.00	3.22	0.79	1.52	0.45	0.49	0.50
hsa-miR-1277-5p	1.00	hsa-mir-1277	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1277-3p	0.00	hsa-mir-1277	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1278	15.00	hsa-mir-1278	15.00	4.00	2.00	0	7.00	1.00	1.00	2.57	0.79	0	1.58	0.49	0.50
hsa-miR-1279	0.00	hsa-mir-1279	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-128-1-5p	44.00	hsa-mir-128-1	44.00	5.00	28.00	2.00	2.00	6.00	1.00	3.22	11.08	3.04	0.45	2.96	0.50
hsa-miR-128-3p	905.00	hsa-mir-128-1	905.00	59.00	227.00	45.00	291.00	150.00	133.00	37.95	89.79	68.31	65.77	74.07	66.39
hsa-miR-128-3p	932.00	hsa-mir-128-2	932.00	65.00	312.00	49.00	265.00	124.00	117.00	41.81	123.42	74.38	59.89	61.23	58.41
hsa-miR-128-2-5p	0.00	hsa-mir-128-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1281	0.00	hsa-mir-1281	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1282	0.00	hsa-mir-1282	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1283	0.00	hsa-mir-1283-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1283	0.00	hsa-mir-1283-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1284	4.00	hsa-mir-1284	4.00	0	0	0	3.00	1.00	0	0	0	0	0.68	0.49	0
hsa-miR-1285-3p	320.00	hsa-mir-1285-1	320.00	55.00	72.00	20.00	106.00	34.00	33.00	35.38	28.48	30.36	23.96	16.79	16.47
hsa-miR-1285-5p	7.00	hsa-mir-1285-1	7.00	2.00	1.00	0	2.00	2.00	0	1.29	0.40	0	0.45	0.99	0
hsa-miR-1285-3p	271.00	hsa-mir-1285-2	271.00	44.00	62.00	16.00	94.00	33.00	22.00	28.30	24.53	24.29	21.24	16.30	10.98
hsa-miR-1286	0.00	hsa-mir-1286	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1287-5p	37.00	hsa-mir-1287	37.00	4.00	8.00	0	16.00	4.00	5.00	2.57	3.16	0	3.62	1.98	2.50
hsa-miR-1287-3p	0.00	hsa-mir-1287	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1288-5p	0.00	hsa-mir-1288	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1288-3p	0.00	hsa-mir-1288	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1289	5.00	hsa-mir-1289-1	5.00	0	1.00	1.00	2.00	1.00	0	0	0.40	1.52	0.45	0.49	0
hsa-miR-1289	5.00	hsa-mir-1289-2	5.00	0	1.00	1.00	2.00	1.00	0	0	0.40	1.52	0.45	0.49	0
hsa-miR-129-1-3p	7.00	hsa-mir-129-1	7.00	1.00	4.00	0	0	2.00	0	0.64	1.58	0	0	0.99	0
hsa-miR-129-5p	761.00	hsa-mir-129-1	761.00	157.00	526.00	61.00	5.00	3.00	9.00	100.99	208.07	92.60	1.13	1.48	4.49
hsa-miR-129-5p	761.00	hsa-mir-129-2	761.00	157.00	526.00	61.00	5.00	3.00	9.00	100.99	208.07	92.60	1.13	1.48	4.49
hsa-miR-129-2-3p	457.00	hsa-mir-129-2	457.00	224.00	162.00	64.00	2.00	3.00	2.00	144.08	64.08	97.15	0.45	1.48	1.00
hsa-miR-1290	156.00	hsa-mir-1290	156.00	30.00	70.00	35.00	16.00	3.00	2.00	19.30	27.69	53.13	3.62	1.48	1.00
hsa-miR-1291	223.00	hsa-mir-1291	223.00	48.00	89.00	42.00	23.00	14.00	7.00	30.87	35.21	63.76	5.20	6.91	3.49
hsa-miR-1292-3p	0.00	hsa-mir-1292	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1292-5p	143.00	hsa-mir-1292	143.00	12.00	70.00	28.00	16.00	15.00	2.00	7.72	27.69	42.50	3.62	7.41	1.00
hsa-miR-1293	0.00	hsa-mir-1293	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1294	55.00	hsa-mir-1294	55.00	10.00	9.00	1.00	24.00	5.00	6.00	6.43	3.56	1.52	5.42	2.47	3.00
hsa-miR-1295a	10.00	hsa-mir-1295a	10.00	3.00	3.00	0	4.00	0	0	1.93	1.19	0	0.90	0	0
hsa-miR-1295b-5p	0.00	hsa-mir-1295b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1295b-3p	0.00	hsa-mir-1295b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1296-5p	215.00	hsa-mir-1296	215.00	55.00	59.00	17.00	45.00	21.00	18.00	35.38	23.34	25.81	10.17	10.37	8.99
hsa-miR-1296-3p	2.00	hsa-mir-1296	2.00	0	2.00	0	0	0	0	0	0.79	0	0	0	0
hsa-miR-1297	0.00	hsa-mir-1297	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	5.00	hsa-mir-1298	5.00	2.00	1.00	0	1.00	0	1.00	1.29	0.40	0	0.23	0	0.50
hsa-miR-1298-3p	0.00	hsa-mir-1298	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1299	143.00	hsa-mir-1299	143.00	0	111.00	1.00	8.00	21.00	2.00	0	43.91	1.52	1.81	10.37	1.00
hsa-miR-1301-5p	0.00	hsa-mir-1301	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1301-3p	302.00	hsa-mir-1301	302.00	17.00	60.00	21.00	103.00	64.00	37.00	10.93	23.73	31.88	23.28	31.60	18.47
hsa-miR-1302	1.00	hsa-mir-1302-1	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-10	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-11	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-2	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-3	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-4	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-5	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-6	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-7	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-8	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1302	1.00	hsa-mir-1302-9	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1303	115.00	hsa-mir-1303	115.00	15.00	15.00	8.00	38.00	17.00	22.00	9.65	5.93	12.14	8.59	8.39	10.98
hsa-miR-1304-3p	364.00	hsa-mir-1304	364.00	89.00	83.00	42.00	79.00	32.00	39.00	57.25	32.83	63.76	17.85	15.80	19.47
hsa-miR-1304-5p	34.00	hsa-mir-1304	34.00	3.00	22.00	2.00	3.00	1.00	3.00	1.93	8.70	3.04	0.68	0.49	1.50
hsa-miR-1305	0.00	hsa-mir-1305	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1306-5p	7.00	hsa-mir-1306	7.00	1.00	1.00	1.00	2.00	2.00	0	0.64	0.40	1.52	0.45	0.99	0
hsa-miR-1306-3p	11.00	hsa-mir-1306	11.00	1.00	3.00	2.00	4.00	1.00	0	0.64	1.19	3.04	0.90	0.49	0
hsa-miR-1307-5p	58.00	hsa-mir-1307	58.00	3.00	6.00	5.00	20.00	1.00	23.00	1.93	2.37	7.59	4.52	0.49	11.48
hsa-miR-1307-3p	776.00	hsa-mir-1307	776.00	78.00	283.00	56.00	199.00	89.00	71.00	50.17	111.95	85.01	44.97	43.95	35.44
hsa-miR-130a-5p	19.00	hsa-mir-130a	19.00	7.00	2.00	2.00	5.00	1.00	2.00	4.50	0.79	3.04	1.13	0.49	1.00
hsa-miR-130a-3p	582.00	hsa-mir-130a	582.00	151.00	84.00	28.00	188.00	54.00	77.00	97.13	33.23	42.50	42.49	26.67	38.44
hsa-miR-130b-5p	486.00	hsa-mir-130b	486.00	83.00	121.00	72.00	124.00	32.00	54.00	53.39	47.86	109.30	28.02	15.80	26.96
hsa-miR-130b-3p	158.00	hsa-mir-130b	158.00	37.00	26.00	14.00	58.00	11.00	12.00	23.80	10.28	21.25	13.11	5.43	5.99
hsa-miR-132-3p	8608.00	hsa-mir-132	8608.00	1193.00	1320.00	685.00	2174.00	1760.00	1476.00	767.37	522.15	1039.83	491.32	869.11	736.81
hsa-miR-132-5p	4756.00	hsa-mir-132	4756.00	574.00	1644.00	464.00	1078.00	395.00	601.00	369.21	650.31	704.35	243.63	195.06	300.02
hsa-miR-1321	0.00	hsa-mir-1321	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1322	1.00	hsa-mir-1322	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-1323	0.00	hsa-mir-1323	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1324	0.00	hsa-mir-1324	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133a-3p	19.00	hsa-mir-133a-1	19.00	6.00	4.00	3.00	2.00	3.00	1.00	3.86	1.58	4.55	0.45	1.48	0.50
hsa-miR-133a-5p	0.00	hsa-mir-133a-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133a-3p	19.00	hsa-mir-133a-2	19.00	6.00	4.00	3.00	2.00	3.00	1.00	3.86	1.58	4.55	0.45	1.48	0.50
hsa-miR-133a-5p	0.00	hsa-mir-133a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133b	3.00	hsa-mir-133b	3.00	0	1.00	1.00	1.00	0	0	0	0.40	1.52	0.23	0	0
hsa-miR-134-5p	992.00	hsa-mir-134	992.00	34.00	169.00	74.00	349.00	208.00	158.00	21.87	66.85	112.33	78.87	102.71	78.87
hsa-miR-134-3p	3.00	hsa-mir-134	3.00	0	0	0	1.00	0	2.00	0	0	0	0.23	0	1.00
hsa-miR-1343-5p	0.00	hsa-mir-1343	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1343-3p	8.00	hsa-mir-1343	8.00	2.00	1.00	0	3.00	2.00	0	1.29	0.40	0	0.68	0.99	0
hsa-miR-135a-5p	75.00	hsa-mir-135a-1	75.00	43.00	14.00	7.00	5.00	6.00	0	27.66	5.54	10.63	1.13	2.96	0
hsa-miR-135a-3p	18.00	hsa-mir-135a-1	18.00	8.00	7.00	1.00	1.00	1.00	0	5.15	2.77	1.52	0.23	0.49	0
hsa-miR-135a-5p	75.00	hsa-mir-135a-2	75.00	43.00	14.00	7.00	5.00	6.00	0	27.66	5.54	10.63	1.13	2.96	0
hsa-miR-135a-2-3p	0.00	hsa-mir-135a-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-3p	19.00	hsa-mir-135b	19.00	2.00	8.00	1.00	5.00	1.00	2.00	1.29	3.16	1.52	1.13	0.49	1.00
hsa-miR-135b-5p	40.00	hsa-mir-135b	40.00	13.00	2.00	1.00	16.00	1.00	7.00	8.36	0.79	1.52	3.62	0.49	3.49
hsa-miR-136-3p	2162.00	hsa-mir-136	2162.00	237.00	151.00	98.00	528.00	156.00	992.00	152.44	59.73	148.76	119.33	77.03	495.20
hsa-miR-136-5p	22.00	hsa-mir-136	22.00	5.00	2.00	1.00	5.00	0	9.00	3.22	0.79	1.52	1.13	0	4.49
hsa-miR-137-5p	1.00	hsa-mir-137	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-137-3p	9.00	hsa-mir-137	9.00	1.00	3.00	0	5.00	0	0	0.64	1.19	0	1.13	0	0
hsa-miR-138-5p	2.00	hsa-mir-138-1	2.00	0	1.00	0	1.00	0	0	0	0.40	0	0.23	0	0
hsa-miR-138-1-3p	1.00	hsa-mir-138-1	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-138-2-3p	1.00	hsa-mir-138-2	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-138-5p	1.00	hsa-mir-138-2	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-139-3p	5.00	hsa-mir-139	5.00	0	5.00	0	0	0	0	0	1.98	0	0	0	0
hsa-miR-139-5p	8.00	hsa-mir-139	8.00	1.00	0	0	7.00	0	0	0.64	0	0	1.58	0	0
hsa-miR-140-5p	470.00	hsa-mir-140	470.00	28.00	78.00	8.00	193.00	94.00	69.00	18.01	30.85	12.14	43.62	46.42	34.44
hsa-miR-140-3p	22467.00	hsa-mir-140	22467.00	1996.00	4718.00	933.00	8887.00	2865.00	3068.00	1283.88	1866.29	1416.30	2008.46	1414.77	1531.54
hsa-miR-141-5p	0.00	hsa-mir-141	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-141-3p	35.00	hsa-mir-141	35.00	12.00	1.00	1.00	13.00	2.00	6.00	7.72	0.40	1.52	2.94	0.99	3.00
hsa-miR-142-5p	18061.00	hsa-mir-142	18061.00	994.00	305.00	32.00	12902.00	2658.00	1170.00	639.37	120.65	48.58	2915.85	1312.55	584.06
hsa-miR-142-3p	299.00	hsa-mir-142	299.00	44.00	2.00	2.00	205.00	32.00	14.00	28.30	0.79	3.04	46.33	15.80	6.99
hsa-miR-143-3p	42154.00	hsa-mir-143	42154.00	3905.00	5860.00	1262.00	15856.00	6579.00	8692.00	2511.80	2318.03	1915.72	3583.46	3248.80	4339.02
hsa-miR-143-5p	118.00	hsa-mir-143	118.00	12.00	26.00	22.00	27.00	14.00	17.00	7.72	10.28	33.40	6.10	6.91	8.49
hsa-miR-144-3p	30790.00	hsa-mir-144	30790.00	3382.00	1284.00	164.00	16883.00	3272.00	5805.00	2175.39	507.91	248.95	3815.56	1615.76	2897.84
hsa-miR-144-5p	24171.00	hsa-mir-144	24171.00	2155.00	716.00	41.00	12604.00	6179.00	2476.00	1386.15	283.23	62.24	2848.51	3051.27	1236.01
hsa-miR-145-5p	2159.00	hsa-mir-145	2159.00	548.00	479.00	327.00	429.00	279.00	97.00	352.49	189.48	496.39	96.95	137.77	48.42
hsa-miR-145-3p	796.00	hsa-mir-145	796.00	140.00	170.00	63.00	233.00	72.00	118.00	90.05	67.25	95.63	52.66	35.55	58.91
hsa-miR-1468-5p	334.00	hsa-mir-1468	334.00	40.00	111.00	28.00	80.00	35.00	40.00	25.73	43.91	42.50	18.08	17.28	19.97
hsa-miR-1468-3p	0.00	hsa-mir-1468	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1469	0.00	hsa-mir-1469	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a-5p	13400.00	hsa-mir-146a	13400.00	644.00	895.00	181.00	6777.00	1848.00	3055.00	414.24	354.03	274.76	1531.60	912.57	1525.05
hsa-miR-146a-3p	14.00	hsa-mir-146a	14.00	0	0	0	6.00	0	8.00	0	0	0	1.36	0	3.99
hsa-miR-146b-3p	463.00	hsa-mir-146b	463.00	56.00	185.00	45.00	88.00	63.00	26.00	36.02	73.18	68.31	19.89	31.11	12.98
hsa-miR-146b-5p	255326.00	hsa-mir-146b	255326.00	32562.00	69099.00	17005.00	73619.00	29392.00	33649.00	20944.76	27333.38	25813.61	16637.90	14514.15	16797.47
hsa-miR-1470	0.00	hsa-mir-1470	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1471	0.00	hsa-mir-1471	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-147a	0.00	hsa-mir-147a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-147b-5p	22.00	hsa-mir-147b	22.00	1.00	3.00	2.00	6.00	2.00	8.00	0.64	1.19	3.04	1.36	0.99	3.99
hsa-miR-147b-3p	3.00	hsa-mir-147b	3.00	3.00	0	0	0	0	0	1.93	0	0	0	0	0
hsa-miR-148a-3p	31646.00	hsa-mir-148a	31646.00	2002.00	4426.00	743.00	13041.00	4853.00	6581.00	1287.74	1750.79	1127.87	2947.27	2396.47	3285.21
hsa-miR-148a-5p	1370.00	hsa-mir-148a	1370.00	204.00	410.00	183.00	247.00	59.00	267.00	131.22	162.18	277.79	55.82	29.13	133.29
hsa-miR-148b-5p	140.00	hsa-mir-148b	140.00	24.00	12.00	2.00	49.00	30.00	23.00	15.44	4.75	3.04	11.07	14.81	11.48
hsa-miR-148b-3p	4556.00	hsa-mir-148b	4556.00	266.00	750.00	62.00	1637.00	915.00	926.00	171.10	296.68	94.12	369.96	451.84	462.26
hsa-miR-149-5p	2070.00	hsa-mir-149	2070.00	329.00	682.00	262.00	506.00	132.00	159.00	211.62	269.78	397.72	114.36	65.18	79.37
hsa-miR-149-3p	3.00	hsa-mir-149	3.00	1.00	2.00	0	0	0	0	0.64	0.79	0	0	0	0
hsa-miR-150-5p	2374.00	hsa-mir-150	2374.00	110.00	57.00	17.00	2144.00	40.00	6.00	70.75	22.55	25.81	484.54	19.75	3.00
hsa-miR-150-3p	24.00	hsa-mir-150	24.00	1.00	0	0	23.00	0	0	0.64	0	0	5.20	0	0
hsa-miR-151b	63861.00	hsa-mir-151a	63861.00	10439.00	16668.00	5684.00	17724.00	5199.00	8147.00	6714.65	6593.33	8628.32	4005.63	2567.33	4066.96
hsa-miR-151a-5p	64176.00	hsa-mir-151a	64176.00	10487.00	16778.00	5705.00	17795.00	5241.00	8170.00	6745.52	6636.85	8660.20	4021.67	2588.07	4078.44
hsa-miR-151a-3p	16686.00	hsa-mir-151a	16686.00	1458.00	3676.00	933.00	6683.00	2418.00	1518.00	937.83	1454.11	1416.30	1510.36	1194.04	757.78
hsa-miR-151b	9302.00	hsa-mir-151b	9302.00	1475.00	2190.00	731.00	2835.00	817.00	1254.00	948.76	866.29	1109.66	640.71	403.45	625.99
hsa-miR-152-5p	18.00	hsa-mir-152	18.00	3.00	9.00	0	3.00	0	3.00	1.93	3.56	0	0.68	0	1.50
hsa-miR-152-3p	1185.00	hsa-mir-152	1185.00	71.00	278.00	23.00	530.00	145.00	138.00	45.67	109.97	34.91	119.78	71.60	68.89
hsa-miR-153-3p	3.00	hsa-mir-153-1	3.00	0	1.00	0	2.00	0	0	0	0.40	0	0.45	0	0
hsa-miR-153-3p	3.00	hsa-mir-153-2	3.00	0	1.00	0	2.00	0	0	0	0.40	0	0.45	0	0
hsa-miR-153-5p	0.00	hsa-mir-153-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1537-5p	0.00	hsa-mir-1537	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1537-3p	0.00	hsa-mir-1537	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1538	0.00	hsa-mir-1538	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1539	0.00	hsa-mir-1539	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-154-5p	65.00	hsa-mir-154	65.00	2.00	3.00	1.00	33.00	7.00	19.00	1.29	1.19	1.52	7.46	3.46	9.48
hsa-miR-154-3p	6.00	hsa-mir-154	6.00	1.00	0	0	5.00	0	0	0.64	0	0	1.13	0	0
hsa-miR-155-5p	660.00	hsa-mir-155	660.00	48.00	103.00	15.00	362.00	95.00	37.00	30.87	40.74	22.77	81.81	46.91	18.47
hsa-miR-155-3p	0.00	hsa-mir-155	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1587	0.00	hsa-mir-1587	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-15a-5p	1978.00	hsa-mir-15a	1978.00	430.00	128.00	44.00	982.00	194.00	200.00	276.59	50.63	66.79	221.93	95.80	99.84
hsa-miR-15a-3p	6.00	hsa-mir-15a	6.00	0	0	0	2.00	0	4.00	0	0	0	0.45	0	2.00
hsa-miR-15b-3p	477.00	hsa-mir-15b	477.00	85.00	24.00	5.00	235.00	79.00	49.00	54.67	9.49	7.59	53.11	39.01	24.46
hsa-miR-15b-5p	6128.00	hsa-mir-15b	6128.00	978.00	395.00	97.00	3008.00	1398.00	252.00	629.08	156.25	147.25	679.81	690.35	125.80
hsa-miR-16-1-3p	3.00	hsa-mir-16-1	3.00	0	1.00	0	1.00	1.00	0	0	0.40	0	0.23	0.49	0
hsa-miR-16-5p	79514.00	hsa-mir-16-1	79514.00	9517.00	4196.00	794.00	41048.00	18971.00	4988.00	6121.59	1659.80	1205.29	9276.85	9368.13	2489.99
hsa-miR-16-2-3p	2350.00	hsa-mir-16-2	2350.00	445.00	308.00	89.00	651.00	517.00	340.00	286.24	121.84	135.10	147.13	255.30	169.73
hsa-miR-16-5p	79580.00	hsa-mir-16-2	79580.00	9552.00	4189.00	792.00	41082.00	18972.00	4993.00	6144.10	1657.04	1202.26	9284.54	9368.62	2492.49
hsa-miR-17-5p	6043.00	hsa-mir-17	6043.00	449.00	1036.00	113.00	2457.00	1432.00	556.00	288.81	409.81	171.53	555.28	707.14	277.55
hsa-miR-17-3p	250.00	hsa-mir-17	250.00	32.00	64.00	14.00	88.00	19.00	33.00	20.58	25.32	21.25	19.89	9.38	16.47
hsa-miR-181a-3p	2287.00	hsa-mir-181a-1	2287.00	355.00	1366.00	207.00	233.00	68.00	58.00	228.35	540.35	314.23	52.66	33.58	28.95
hsa-miR-181a-5p	77455.00	hsa-mir-181a-1	77455.00	15053.00	29559.00	10251.00	11625.00	6706.00	4261.00	9682.50	11692.61	15561.03	2627.25	3311.51	2127.08
hsa-miR-181a-2-3p	847.00	hsa-mir-181a-2	847.00	290.00	336.00	123.00	66.00	12.00	20.00	186.54	132.91	186.71	14.92	5.93	9.98
hsa-miR-181a-5p	77448.00	hsa-mir-181a-2	77448.00	15051.00	29557.00	10251.00	11622.00	6706.00	4261.00	9681.21	11691.81	15561.03	2626.57	3311.51	2127.08
hsa-miR-181b-3p	8.00	hsa-mir-181b-1	8.00	2.00	4.00	0	0	2.00	0	1.29	1.58	0	0	0.99	0
hsa-miR-181b-5p	2339.00	hsa-mir-181b-1	2339.00	372.00	966.00	347.00	421.00	112.00	121.00	239.28	382.12	526.75	95.15	55.31	60.40
hsa-miR-181b-5p	2423.00	hsa-mir-181b-2	2423.00	385.00	1006.00	360.00	435.00	115.00	122.00	247.64	397.94	546.48	98.31	56.79	60.90
hsa-miR-181b-2-3p	1.00	hsa-mir-181b-2	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-181c-3p	92.00	hsa-mir-181c	92.00	19.00	33.00	16.00	17.00	3.00	4.00	12.22	13.05	24.29	3.84	1.48	2.00
hsa-miR-181c-5p	96.00	hsa-mir-181c	96.00	14.00	16.00	1.00	46.00	8.00	11.00	9.01	6.33	1.52	10.40	3.95	5.49
hsa-miR-181d-3p	0.00	hsa-mir-181d	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181d-5p	52.00	hsa-mir-181d	52.00	6.00	20.00	5.00	12.00	2.00	7.00	3.86	7.91	7.59	2.71	0.99	3.49
hsa-miR-182-3p	17.00	hsa-mir-182	17.00	2.00	8.00	1.00	2.00	1.00	3.00	1.29	3.16	1.52	0.45	0.49	1.50
hsa-miR-182-5p	27678.00	hsa-mir-182	27678.00	1960.00	6061.00	1307.00	8779.00	7368.00	2203.00	1260.73	2397.54	1984.03	1984.06	3638.41	1099.73
hsa-miR-1825	0.00	hsa-mir-1825	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1827	2.00	hsa-mir-1827	2.00	0	1.00	0	0	0	1.00	0	0.40	0	0	0	0.50
hsa-miR-183-3p	13.00	hsa-mir-183	13.00	0	7.00	2.00	3.00	0	1.00	0	2.77	3.04	0.68	0	0.50
hsa-miR-183-5p	11957.00	hsa-mir-183	11957.00	1289.00	2982.00	559.00	3027.00	2740.00	1360.00	829.12	1179.58	848.56	684.10	1353.05	678.91
hsa-miR-184	24.00	hsa-mir-184	24.00	5.00	13.00	0	4.00	2.00	0	3.22	5.14	0	0.90	0.99	0
hsa-miR-1843	248.00	hsa-mir-1843	248.00	10.00	64.00	8.00	71.00	46.00	49.00	6.43	25.32	12.14	16.05	22.72	24.46
hsa-miR-185-5p	47157.00	hsa-mir-185	47157.00	6519.00	3562.00	797.00	24150.00	7689.00	4440.00	4193.20	1409.01	1209.85	5457.90	3796.93	2216.43
hsa-miR-185-3p	49.00	hsa-mir-185	49.00	5.00	7.00	0	28.00	6.00	3.00	3.22	2.77	0	6.33	2.96	1.50
